Material,Thermal Conductivity (W/m*K),Thermal Diffusivity (mm2/s),Specific Heat Capacity (J/kg*K),Volumetric Specific Heat (MJ/m³K),Thermal Effusivity (Ws0.5/(m2K)),Material Density (kg/m3),Durability (d),Price (c) ($/m^3),Material_encoded,Thickness,Weight,Cost
iron grey cast pearlitic (2.3-3.0 c),41.8400,12.6000,460,3.3070,11766.0000,7190.0000,47.7665,21.0641,301,0.0775,557.2250,1.6325
iron grey cast pearlitic (2.3-3.0 c),41.8400,12.6000,460,3.3070,11766.0000,7190.0000,47.7665,21.0641,301,0.1000,719.0000,2.1064
iron grey cast pearlitic (2.3-3.0 c),41.8400,12.6000,460,3.3070,11766.0000,7190.0000,47.7665,21.0641,301,1004.1600,7219910.4000,21151.7136
iron grey cast pearlitic (2.3-3.0 c),41.8400,12.6000,460,3.3070,11766.0000,7190.0000,47.7665,21.0641,301,697.3333,5013826.6667,14688.6900
copper alloy (Cu99.4  Al0.3 Zr0.27),217.5700,64.9000,377,3.3550,27004.0000,8900.0000,54.8409,56.4326,197,0.0100,89.0000,0.5643
copper alloy (Cu99.4  Al0.3 Zr0.27),217.5700,64.9000,377,3.3550,27004.0000,8900.0000,54.8409,56.4326,197,0.0325,289.2500,1.8341
copper alloy (Cu99.4  Al0.3 Zr0.27),217.5700,64.9000,377,3.3550,27004.0000,8900.0000,54.8409,56.4326,197,0.0550,489.5000,3.1038
copper alloy (Cu99.4  Al0.3 Zr0.27),217.5700,64.9000,377,3.3550,27004.0000,8900.0000,54.8409,56.4326,197,0.0775,689.7500,4.3735
copper alloy (Cu99.4  Al0.3 Zr0.27),217.5700,64.9000,377,3.3550,27004.0000,8900.0000,54.8409,56.4326,197,0.1000,890.0000,5.6433
copper alloy (Cu99.4  Al0.3 Zr0.27),217.5700,64.9000,377,3.3550,27004.0000,8900.0000,54.8409,56.4326,197,5221.6800,46472952.0000,294673.0675
copper alloy (Cu99.4  Al0.3 Zr0.27),217.5700,64.9000,377,3.3550,27004.0000,8900.0000,54.8409,56.4326,197,3626.1667,32272883.3333,204634.0747
nickel alloy monel  kr (annealed),18.8280,5.0700,439,3.7100,8360.0000,8450.0000,47.5834,32.4605,482,0.0100,84.5000,0.3246
nickel alloy monel  kr (annealed),18.8280,5.0700,439,3.7100,8360.0000,8450.0000,47.5834,32.4605,482,0.0325,274.6250,1.0550
nickel alloy monel  kr (annealed),18.8280,5.0700,439,3.7100,8360.0000,8450.0000,47.5834,32.4605,482,0.0550,464.7500,1.7853
nickel alloy monel  kr (annealed),18.8280,5.0700,439,3.7100,8360.0000,8450.0000,47.5834,32.4605,482,0.0775,654.8750,2.5157
nickel alloy monel  kr (annealed),18.8280,5.0700,439,3.7100,8360.0000,8450.0000,47.5834,32.4605,482,0.1000,845.0000,3.2460
nickel alloy monel  kr (annealed),18.8280,5.0700,439,3.7100,8360.0000,8450.0000,47.5834,32.4605,482,451.8720,3818318.4000,14667.9685
nickel alloy monel  kr (annealed),18.8280,5.0700,439,3.7100,8360.0000,8450.0000,47.5834,32.4605,482,313.8000,2651610.0000,10186.0892
lithium (liquid),42.2580,19.7000,4226,2.1470,9525.0000,508.0000,16.3932,37.2605,335,0.0100,5.0800,0.3726
lithium (liquid),42.2580,19.7000,4226,2.1470,9525.0000,508.0000,16.3932,37.2605,335,0.0325,16.5100,1.2110
lithium (liquid),42.2580,19.7000,4226,2.1470,9525.0000,508.0000,16.3932,37.2605,335,0.0550,27.9400,2.0493
lithium (liquid),42.2580,19.7000,4226,2.1470,9525.0000,508.0000,16.3932,37.2605,335,0.0775,39.3700,2.8877
lithium (liquid),42.2580,19.7000,4226,2.1470,9525.0000,508.0000,16.3932,37.2605,335,0.1000,50.8000,3.7260
lithium (liquid),42.2580,19.7000,4226,2.1470,9525.0000,508.0000,16.3932,37.2605,335,1014.1920,515209.5360,37789.2990
lithium (liquid),42.2580,19.7000,4226,2.1470,9525.0000,508.0000,16.3932,37.2605,335,704.3000,357784.4000,26242.5687
nickel alloy monel weldable alloy,26.7780,7.0600,439,3.7890,10076.0000,8630.0000,45.9965,23.2056,491,0.0100,86.3000,0.2321
nickel alloy monel weldable alloy,26.7780,7.0600,439,3.7890,10076.0000,8630.0000,45.9965,23.2056,491,0.0325,280.4750,0.7542
nickel alloy monel weldable alloy,26.7780,7.0600,439,3.7890,10076.0000,8630.0000,45.9965,23.2056,491,0.0550,474.6500,1.2763
nickel alloy monel weldable alloy,26.7780,7.0600,439,3.7890,10076.0000,8630.0000,45.9965,23.2056,491,0.0775,668.8250,1.7984
nickel alloy monel weldable alloy,26.7780,7.0600,439,3.7890,10076.0000,8630.0000,45.9965,23.2056,491,0.1000,863.0000,2.3206
nickel alloy monel weldable alloy,26.7780,7.0600,439,3.7890,10076.0000,8630.0000,45.9965,23.2056,491,642.6720,5546259.3600,14913.5675
nickel alloy monel weldable alloy,26.7780,7.0600,439,3.7890,10076.0000,8630.0000,45.9965,23.2056,491,446.3000,3851569.0000,10356.6441
silicon carbide (SiC) (slf bnd he atm),167.3600,79.7000,678,2.1020,18752.0000,3100.0000,64.9585,66.2155,654,0.0100,31.0000,0.6622
silicon carbide (SiC) (slf bnd he atm),167.3600,79.7000,678,2.1020,18752.0000,3100.0000,64.9585,66.2155,654,0.0325,100.7500,2.1520
silicon carbide (SiC) (slf bnd he atm),167.3600,79.7000,678,2.1020,18752.0000,3100.0000,64.9585,66.2155,654,0.0550,170.5000,3.6418
silicon carbide (SiC) (slf bnd he atm),167.3600,79.7000,678,2.1020,18752.0000,3100.0000,64.9585,66.2155,654,0.0775,240.2500,5.1317
silicon carbide (SiC) (slf bnd he atm),167.3600,79.7000,678,2.1020,18752.0000,3100.0000,64.9585,66.2155,654,0.1000,310.0000,6.6215
silicon carbide (SiC) (slf bnd he atm),167.3600,79.7000,678,2.1020,18752.0000,3100.0000,64.9585,66.2155,654,4016.6400,12451584.0000,265963.6412
silicon carbide (SiC) (slf bnd he atm),167.3600,79.7000,678,2.1020,18752.0000,3100.0000,64.9585,66.2155,654,2789.3333,8646933.3333,184696.9730
titanium alloy (Ti Bal V15 Al2.8),8.3680,3.3100,527,2.5300,4602.0000,4800.0000,71.6321,59.3016,784,0.0100,48.0000,0.5930
titanium alloy (Ti Bal V15 Al2.8),8.3680,3.3100,527,2.5300,4602.0000,4800.0000,71.6321,59.3016,784,0.0325,156.0000,1.9273
titanium alloy (Ti Bal V15 Al2.8),8.3680,3.3100,527,2.5300,4602.0000,4800.0000,71.6321,59.3016,784,0.0550,264.0000,3.2616
titanium alloy (Ti Bal V15 Al2.8),8.3680,3.3100,527,2.5300,4602.0000,4800.0000,71.6321,59.3016,784,0.0775,372.0000,4.5959
titanium alloy (Ti Bal V15 Al2.8),8.3680,3.3100,527,2.5300,4602.0000,4800.0000,71.6321,59.3016,784,0.1000,480.0000,5.9302
titanium alloy (Ti Bal V15 Al2.8),8.3680,3.3100,527,2.5300,4602.0000,4800.0000,71.6321,59.3016,784,200.8320,963993.6000,11909.6662
titanium alloy (Ti Bal V15 Al2.8),8.3680,3.3100,527,2.5300,4602.0000,4800.0000,71.6321,59.3016,784,139.4667,669440.0000,8270.6015
beryllium alloy (Be96.5),142.2600,43.0000,1799,3.3100,21700.0000,1840.0000,50.0297,62.6788,72,0.0100,18.4000,0.6268
beryllium alloy (Be96.5),142.2600,43.0000,1799,3.3100,21700.0000,1840.0000,50.0297,62.6788,72,0.0325,59.8000,2.0371
beryllium alloy (Be96.5),142.2600,43.0000,1799,3.3100,21700.0000,1840.0000,50.0297,62.6788,72,0.0550,101.2000,3.4473
beryllium alloy (Be96.5),142.2600,43.0000,1799,3.3100,21700.0000,1840.0000,50.0297,62.6788,72,0.0775,142.6000,4.8576
beryllium alloy (Be96.5),142.2600,43.0000,1799,3.3100,21700.0000,1840.0000,50.0297,62.6788,72,0.1000,184.0000,6.2679
beryllium alloy (Be96.5),142.2600,43.0000,1799,3.3100,21700.0000,1840.0000,50.0297,62.6788,72,3414.2400,6282201.6000,214000.5788
beryllium alloy (Be96.5),142.2600,43.0000,1799,3.3100,21700.0000,1840.0000,50.0297,62.6788,72,2371.0000,4362640.0000,148611.5130
ethyl vinyl acetate,0.0750,0.0300,2301,2.7610,456.0000,1200.0000,55.4875,65.8303,239,0.0100,12.0000,0.6583
ethyl vinyl acetate,0.0750,0.0300,2301,2.7610,456.0000,1200.0000,55.4875,65.8303,239,0.0325,39.0000,2.1395
ethyl vinyl acetate,0.0750,0.0300,2301,2.7610,456.0000,1200.0000,55.4875,65.8303,239,0.0550,66.0000,3.6207
ethyl vinyl acetate,0.0750,0.0300,2301,2.7610,456.0000,1200.0000,55.4875,65.8303,239,0.0775,93.0000,5.1018
ethyl vinyl acetate,0.0750,0.0300,2301,2.7610,456.0000,1200.0000,55.4875,65.8303,239,0.1000,120.0000,6.5830
ethyl vinyl acetate,0.0750,0.0300,2301,2.7610,456.0000,1200.0000,55.4875,65.8303,239,1.8000,2160.0000,118.4946
ethyl vinyl acetate,0.0750,0.0300,2301,2.7610,456.0000,1200.0000,55.4875,65.8303,239,1.2500,1500.0000,82.2879
beryllium copper (Cu Bal Be 0.38-0.55),220.0800,63.3000,398,3.4830,27667.0000,8750.0000,54.8516,56.2115,77,0.0100,87.5000,0.5621
beryllium copper (Cu Bal Be 0.38-0.55),220.0800,63.3000,398,3.4830,27667.0000,8750.0000,54.8516,56.2115,77,0.0325,284.3750,1.8269
beryllium copper (Cu Bal Be 0.38-0.55),220.0800,63.3000,398,3.4830,27667.0000,8750.0000,54.8516,56.2115,77,0.0550,481.2500,3.0916
beryllium copper (Cu Bal Be 0.38-0.55),220.0800,63.3000,398,3.4830,27667.0000,8750.0000,54.8516,56.2115,77,0.0775,678.1250,4.3564
beryllium copper (Cu Bal Be 0.38-0.55),220.0800,63.3000,398,3.4830,27667.0000,8750.0000,54.8516,56.2115,77,0.1000,875.0000,5.6212
beryllium copper (Cu Bal Be 0.38-0.55),220.0800,63.3000,398,3.4830,27667.0000,8750.0000,54.8516,56.2115,77,5281.9200,46216800.0000,296904.8996
beryllium copper (Cu Bal Be 0.38-0.55),220.0800,63.3000,398,3.4830,27667.0000,8750.0000,54.8516,56.2115,77,3668.0000,32095000.0000,206183.9581
bronze  phospher 1.25 percent,205.0200,61.2000,377,3.3550,26214.0000,8900.0000,54.8289,56.6826,107,0.0100,89.0000,0.5668
bronze  phospher 1.25 percent,205.0200,61.2000,377,3.3550,26214.0000,8900.0000,54.8289,56.6826,107,0.0325,289.2500,1.8422
bronze  phospher 1.25 percent,205.0200,61.2000,377,3.3550,26214.0000,8900.0000,54.8289,56.6826,107,0.0550,489.5000,3.1175
bronze  phospher 1.25 percent,205.0200,61.2000,377,3.3550,26214.0000,8900.0000,54.8289,56.6826,107,0.0775,689.7500,4.3929
bronze  phospher 1.25 percent,205.0200,61.2000,377,3.3550,26214.0000,8900.0000,54.8289,56.6826,107,0.1000,890.0000,5.6683
bronze  phospher 1.25 percent,205.0200,61.2000,377,3.3550,26214.0000,8900.0000,54.8289,56.6826,107,4920.4800,43792272.0000,278905.6833
bronze  phospher 1.25 percent,205.0200,61.2000,377,3.3550,26214.0000,8900.0000,54.8289,56.6826,107,3417.0000,30411300.0000,193684.5023
lithium,71.1280,38.2000,3515,1.8630,11511.0000,530.0000,46.2637,48.2041,334,0.0100,5.3000,0.4820
lithium,71.1280,38.2000,3515,1.8630,11511.0000,530.0000,46.2637,48.2041,334,0.0325,17.2250,1.5666
lithium,71.1280,38.2000,3515,1.8630,11511.0000,530.0000,46.2637,48.2041,334,0.0550,29.1500,2.6512
lithium,71.1280,38.2000,3515,1.8630,11511.0000,530.0000,46.2637,48.2041,334,0.0775,41.0750,3.7358
lithium,71.1280,38.2000,3515,1.8630,11511.0000,530.0000,46.2637,48.2041,334,0.1000,53.0000,4.8204
lithium,71.1280,38.2000,3515,1.8630,11511.0000,530.0000,46.2637,48.2041,334,1707.0720,904748.1600,82287.8694
lithium,71.1280,38.2000,3515,1.8630,11511.0000,530.0000,46.2637,48.2041,334,1185.4667,628297.3333,57144.3537
cobalt alloy multimet (n-155) (wrought),12.9700,3.6300,435,3.5740,6809.0000,8215.0000,49.4849,41.6400,178,0.0100,82.1500,0.4164
cobalt alloy multimet (n-155) (wrought),12.9700,3.6300,435,3.5740,6809.0000,8215.0000,49.4849,41.6400,178,0.0325,266.9875,1.3533
cobalt alloy multimet (n-155) (wrought),12.9700,3.6300,435,3.5740,6809.0000,8215.0000,49.4849,41.6400,178,0.0550,451.8250,2.2902
cobalt alloy multimet (n-155) (wrought),12.9700,3.6300,435,3.5740,6809.0000,8215.0000,49.4849,41.6400,178,0.0775,636.6625,3.2271
cobalt alloy multimet (n-155) (wrought),12.9700,3.6300,435,3.5740,6809.0000,8215.0000,49.4849,41.6400,178,0.1000,821.5000,4.1640
cobalt alloy multimet (n-155) (wrought),12.9700,3.6300,435,3.5740,6809.0000,8215.0000,49.4849,41.6400,178,311.2800,2557165.2000,12961.7039
cobalt alloy multimet (n-155) (wrought),12.9700,3.6300,435,3.5740,6809.0000,8215.0000,49.4849,41.6400,178,216.1667,1775809.1667,9001.1832
parafin oil,0.1510,0.0900,1970,1.5760,488.0000,800.0000,52.6181,62.5562,537,0.0100,8.0000,0.6256
parafin oil,0.1510,0.0900,1970,1.5760,488.0000,800.0000,52.6181,62.5562,537,0.0325,26.0000,2.0331
parafin oil,0.1510,0.0900,1970,1.5760,488.0000,800.0000,52.6181,62.5562,537,0.0550,44.0000,3.4406
parafin oil,0.1510,0.0900,1970,1.5760,488.0000,800.0000,52.6181,62.5562,537,0.0775,62.0000,4.8481
parafin oil,0.1510,0.0900,1970,1.5760,488.0000,800.0000,52.6181,62.5562,537,0.1000,80.0000,6.2556
parafin oil,0.1510,0.0900,1970,1.5760,488.0000,800.0000,52.6181,62.5562,537,3.6240,2899.2000,226.7035
parafin oil,0.1510,0.0900,1970,1.5760,488.0000,800.0000,52.6181,62.5562,537,2.5167,2013.3333,157.4330
magnesium alloy hk31a(t6) (casting),92.0480,50.2000,1025,1.8350,12996.0000,1790.0000,61.8353,61.7211,375,0.0100,17.9000,0.6172
magnesium alloy hk31a(t6) (casting),92.0480,50.2000,1025,1.8350,12996.0000,1790.0000,61.8353,61.7211,375,0.0325,58.1750,2.0059
magnesium alloy hk31a(t6) (casting),92.0480,50.2000,1025,1.8350,12996.0000,1790.0000,61.8353,61.7211,375,0.0550,98.4500,3.3947
magnesium alloy hk31a(t6) (casting),92.0480,50.2000,1025,1.8350,12996.0000,1790.0000,61.8353,61.7211,375,0.0775,138.7250,4.7834
magnesium alloy hk31a(t6) (casting),92.0480,50.2000,1025,1.8350,12996.0000,1790.0000,61.8353,61.7211,375,0.1000,179.0000,6.1721
magnesium alloy hk31a(t6) (casting),92.0480,50.2000,1025,1.8350,12996.0000,1790.0000,61.8353,61.7211,375,2209.1520,3954382.0800,136351.2252
magnesium alloy hk31a(t6) (casting),92.0480,50.2000,1025,1.8350,12996.0000,1790.0000,61.8353,61.7211,375,1534.1333,2746098.6667,94688.3509
silicon carbide (SiC) (rextal  65-70d),18.4100,13.1000,678,1.4030,5082.0000,2070.0000,71.4866,51.5255,651,0.0100,20.7000,0.5153
silicon carbide (SiC) (rextal  65-70d),18.4100,13.1000,678,1.4030,5082.0000,2070.0000,71.4866,51.5255,651,0.0325,67.2750,1.6746
silicon carbide (SiC) (rextal  65-70d),18.4100,13.1000,678,1.4030,5082.0000,2070.0000,71.4866,51.5255,651,0.0550,113.8500,2.8339
silicon carbide (SiC) (rextal  65-70d),18.4100,13.1000,678,1.4030,5082.0000,2070.0000,71.4866,51.5255,651,0.0775,160.4250,3.9932
silicon carbide (SiC) (rextal  65-70d),18.4100,13.1000,678,1.4030,5082.0000,2070.0000,71.4866,51.5255,651,0.1000,207.0000,5.1526
silicon carbide (SiC) (rextal  65-70d),18.4100,13.1000,678,1.4030,5082.0000,2070.0000,71.4866,51.5255,651,441.8400,914608.8000,22766.0327
silicon carbide (SiC) (rextal  65-70d),18.4100,13.1000,678,1.4030,5082.0000,2070.0000,71.4866,51.5255,651,306.8333,635145.0000,15809.7449
calcium carbonate (CaCO3) (natural),2.2590,1.0400,837,2.1850,2221.0000,2610.0000,48.5208,65.1609,123,0.0100,26.1000,0.6516
calcium carbonate (CaCO3) (natural),2.2590,1.0400,837,2.1850,2221.0000,2610.0000,48.5208,65.1609,123,0.0325,84.8250,2.1177
calcium carbonate (CaCO3) (natural),2.2590,1.0400,837,2.1850,2221.0000,2610.0000,48.5208,65.1609,123,0.0550,143.5500,3.5838
calcium carbonate (CaCO3) (natural),2.2590,1.0400,837,2.1850,2221.0000,2610.0000,48.5208,65.1609,123,0.0775,202.2750,5.0500
calcium carbonate (CaCO3) (natural),2.2590,1.0400,837,2.1850,2221.0000,2610.0000,48.5208,65.1609,123,0.1000,261.0000,6.5161
calcium carbonate (CaCO3) (natural),2.2590,1.0400,837,2.1850,2221.0000,2610.0000,48.5208,65.1609,123,54.2160,141503.7600,3532.7628
calcium carbonate (CaCO3) (natural),2.2590,1.0400,837,2.1850,2221.0000,2610.0000,48.5208,65.1609,123,37.6500,98266.5000,2453.3075
titanium alloy hylite 55 (imi),7.5310,3.0300,523,2.4890,4330.0000,4760.0000,70.1301,60.0376,789,0.0100,47.6000,0.6004
titanium alloy hylite 55 (imi),7.5310,3.0300,523,2.4890,4330.0000,4760.0000,70.1301,60.0376,789,0.0325,154.7000,1.9512
titanium alloy hylite 55 (imi),7.5310,3.0300,523,2.4890,4330.0000,4760.0000,70.1301,60.0376,789,0.0550,261.8000,3.3021
titanium alloy hylite 55 (imi),7.5310,3.0300,523,2.4890,4330.0000,4760.0000,70.1301,60.0376,789,0.0775,368.9000,4.6529
titanium alloy hylite 55 (imi),7.5310,3.0300,523,2.4890,4330.0000,4760.0000,70.1301,60.0376,789,0.1000,476.0000,6.0038
titanium alloy hylite 55 (imi),7.5310,3.0300,523,2.4890,4330.0000,4760.0000,70.1301,60.0376,789,180.7440,860341.4400,10851.4356
titanium alloy hylite 55 (imi),7.5310,3.0300,523,2.4890,4330.0000,4760.0000,70.1301,60.0376,789,125.5167,597459.3333,7535.7192
aluminum alloy (Al Mg 2.5-5.0),125.5200,53.7000,879,2.3380,17127.0000,2660.0000,62.4140,64.9545,20,0.0100,26.6000,0.6495
aluminum alloy (Al Mg 2.5-5.0),125.5200,53.7000,879,2.3380,17127.0000,2660.0000,62.4140,64.9545,20,0.0325,86.4500,2.1110
aluminum alloy (Al Mg 2.5-5.0),125.5200,53.7000,879,2.3380,17127.0000,2660.0000,62.4140,64.9545,20,0.0550,146.3000,3.5725
aluminum alloy (Al Mg 2.5-5.0),125.5200,53.7000,879,2.3380,17127.0000,2660.0000,62.4140,64.9545,20,0.0775,206.1500,5.0340
aluminum alloy (Al Mg 2.5-5.0),125.5200,53.7000,879,2.3380,17127.0000,2660.0000,62.4140,64.9545,20,0.1000,266.0000,6.4954
aluminum alloy (Al Mg 2.5-5.0),125.5200,53.7000,879,2.3380,17127.0000,2660.0000,62.4140,64.9545,20,3012.4800,8013196.8000,195674.0418
aluminum alloy (Al Mg 2.5-5.0),125.5200,53.7000,879,2.3380,17127.0000,2660.0000,62.4140,64.9545,20,2092.0000,5564720.0000,135884.7512
brass red cast (Cu85 Zn5 Pb5 Sn3),71.9650,21.8000,377,3.2990,15399.0000,8750.0000,34.4877,36.7086,101,0.0100,87.5000,0.3671
brass red cast (Cu85 Zn5 Pb5 Sn3),71.9650,21.8000,377,3.2990,15399.0000,8750.0000,34.4877,36.7086,101,0.0325,284.3750,1.1930
brass red cast (Cu85 Zn5 Pb5 Sn3),71.9650,21.8000,377,3.2990,15399.0000,8750.0000,34.4877,36.7086,101,0.0550,481.2500,2.0190
brass red cast (Cu85 Zn5 Pb5 Sn3),71.9650,21.8000,377,3.2990,15399.0000,8750.0000,34.4877,36.7086,101,0.0775,678.1250,2.8449
brass red cast (Cu85 Zn5 Pb5 Sn3),71.9650,21.8000,377,3.2990,15399.0000,8750.0000,34.4877,36.7086,101,0.1000,875.0000,3.6709
brass red cast (Cu85 Zn5 Pb5 Sn3),71.9650,21.8000,377,3.2990,15399.0000,8750.0000,34.4877,36.7086,101,1727.1600,15112650.0000,63401.6601
brass red cast (Cu85 Zn5 Pb5 Sn3),71.9650,21.8000,377,3.2990,15399.0000,8750.0000,34.4877,36.7086,101,1199.4167,10494895.8333,44028.9306
zirconium nitride (ZrN) (pr sr 88-90 d),10.4600,4.1800,385,2.5030,5116.0000,6500.0000,55.6669,61.2321,906,0.0100,65.0000,0.6123
zirconium nitride (ZrN) (pr sr 88-90 d),10.4600,4.1800,385,2.5030,5116.0000,6500.0000,55.6669,61.2321,906,0.0325,211.2500,1.9900
zirconium nitride (ZrN) (pr sr 88-90 d),10.4600,4.1800,385,2.5030,5116.0000,6500.0000,55.6669,61.2321,906,0.0550,357.5000,3.3678
zirconium nitride (ZrN) (pr sr 88-90 d),10.4600,4.1800,385,2.5030,5116.0000,6500.0000,55.6669,61.2321,906,0.0775,503.7500,4.7455
zirconium nitride (ZrN) (pr sr 88-90 d),10.4600,4.1800,385,2.5030,5116.0000,6500.0000,55.6669,61.2321,906,0.1000,650.0000,6.1232
zirconium nitride (ZrN) (pr sr 88-90 d),10.4600,4.1800,385,2.5030,5116.0000,6500.0000,55.6669,61.2321,906,251.0400,1631760.0000,15371.6953
zirconium nitride (ZrN) (pr sr 88-90 d),10.4600,4.1800,385,2.5030,5116.0000,6500.0000,55.6669,61.2321,906,174.3333,1133166.6667,10674.7884
steel stainless 19-9dl,13.3890,3.4200,502,3.9160,7241.0000,7800.0000,51.6407,44.0489,705,0.0100,78.0000,0.4405
steel stainless 19-9dl,13.3890,3.4200,502,3.9160,7241.0000,7800.0000,51.6407,44.0489,705,0.0325,253.5000,1.4316
steel stainless 19-9dl,13.3890,3.4200,502,3.9160,7241.0000,7800.0000,51.6407,44.0489,705,0.0550,429.0000,2.4227
steel stainless 19-9dl,13.3890,3.4200,502,3.9160,7241.0000,7800.0000,51.6407,44.0489,705,0.0775,604.5000,3.4138
steel stainless 19-9dl,13.3890,3.4200,502,3.9160,7241.0000,7800.0000,51.6407,44.0489,705,0.1000,780.0000,4.4049
steel stainless 19-9dl,13.3890,3.4200,502,3.9160,7241.0000,7800.0000,51.6407,44.0489,705,321.3360,2506420.8000,14154.5134
steel stainless 19-9dl,13.3890,3.4200,502,3.9160,7241.0000,7800.0000,51.6407,44.0489,705,223.1500,1740570.0000,9829.5232
fired carbon brick,3.5980,3.4600,707,1.0390,1934.0000,1470.0000,54.7026,50.6099,250,0.0100,14.7000,0.5061
fired carbon brick,3.5980,3.4600,707,1.0390,1934.0000,1470.0000,54.7026,50.6099,250,0.0325,47.7750,1.6448
fired carbon brick,3.5980,3.4600,707,1.0390,1934.0000,1470.0000,54.7026,50.6099,250,0.0550,80.8500,2.7835
fired carbon brick,3.5980,3.4600,707,1.0390,1934.0000,1470.0000,54.7026,50.6099,250,0.0775,113.9250,3.9223
fired carbon brick,3.5980,3.4600,707,1.0390,1934.0000,1470.0000,54.7026,50.6099,250,0.1000,147.0000,5.0610
fired carbon brick,3.5980,3.4600,707,1.0390,1934.0000,1470.0000,54.7026,50.6099,250,86.3520,126937.4400,4370.2629
fired carbon brick,3.5980,3.4600,707,1.0390,1934.0000,1470.0000,54.7026,50.6099,250,59.9667,88151.0000,3034.9048
aluminum oxide (Al2O3) (polyxtal  55 d),17.5730,10.3000,778,1.7120,5485.0000,2200.0000,69.1315,52.4434,43,0.0100,22.0000,0.5244
aluminum oxide (Al2O3) (polyxtal  55 d),17.5730,10.3000,778,1.7120,5485.0000,2200.0000,69.1315,52.4434,43,0.0325,71.5000,1.7044
aluminum oxide (Al2O3) (polyxtal  55 d),17.5730,10.3000,778,1.7120,5485.0000,2200.0000,69.1315,52.4434,43,0.0550,121.0000,2.8844
aluminum oxide (Al2O3) (polyxtal  55 d),17.5730,10.3000,778,1.7120,5485.0000,2200.0000,69.1315,52.4434,43,0.0775,170.5000,4.0644
aluminum oxide (Al2O3) (polyxtal  55 d),17.5730,10.3000,778,1.7120,5485.0000,2200.0000,69.1315,52.4434,43,0.1000,220.0000,5.2443
aluminum oxide (Al2O3) (polyxtal  55 d),17.5730,10.3000,778,1.7120,5485.0000,2200.0000,69.1315,52.4434,43,421.7520,927854.4000,22118.0920
aluminum oxide (Al2O3) (polyxtal  55 d),17.5730,10.3000,778,1.7120,5485.0000,2200.0000,69.1315,52.4434,43,292.8833,644343.3333,15359.7861
bronze  tin (cast) high leaded,41.8400,12.1000,377,3.4680,12040.0000,9200.0000,38.8403,22.0953,108,0.0100,92.0000,0.2210
bronze  tin (cast) high leaded,41.8400,12.1000,377,3.4680,12040.0000,9200.0000,38.8403,22.0953,108,0.0325,299.0000,0.7181
bronze  tin (cast) high leaded,41.8400,12.1000,377,3.4680,12040.0000,9200.0000,38.8403,22.0953,108,0.0550,506.0000,1.2152
bronze  tin (cast) high leaded,41.8400,12.1000,377,3.4680,12040.0000,9200.0000,38.8403,22.0953,108,0.0775,713.0000,1.7124
bronze  tin (cast) high leaded,41.8400,12.1000,377,3.4680,12040.0000,9200.0000,38.8403,22.0953,108,0.1000,920.0000,2.2095
bronze  tin (cast) high leaded,41.8400,12.1000,377,3.4680,12040.0000,9200.0000,38.8403,22.0953,108,1004.1600,9238272.0000,22187.2536
bronze  tin (cast) high leaded,41.8400,12.1000,377,3.4680,12040.0000,9200.0000,38.8403,22.0953,108,697.3333,6415466.6667,15407.8150
steel stainless ca15 ca40 (cast),25.1040,7.1700,460,3.5010,9376.0000,7610.0000,48.8158,26.7870,711,0.0100,76.1000,0.2679
steel stainless ca15 ca40 (cast),25.1040,7.1700,460,3.5010,9376.0000,7610.0000,48.8158,26.7870,711,0.0325,247.3250,0.8706
steel stainless ca15 ca40 (cast),25.1040,7.1700,460,3.5010,9376.0000,7610.0000,48.8158,26.7870,711,0.0550,418.5500,1.4733
steel stainless ca15 ca40 (cast),25.1040,7.1700,460,3.5010,9376.0000,7610.0000,48.8158,26.7870,711,0.0775,589.7750,2.0760
steel stainless ca15 ca40 (cast),25.1040,7.1700,460,3.5010,9376.0000,7610.0000,48.8158,26.7870,711,0.1000,761.0000,2.6787
steel stainless ca15 ca40 (cast),25.1040,7.1700,460,3.5010,9376.0000,7610.0000,48.8158,26.7870,711,602.4960,4584994.5600,16139.0525
steel stainless ca15 ca40 (cast),25.1040,7.1700,460,3.5010,9376.0000,7610.0000,48.8158,26.7870,711,418.4000,3184024.0000,11207.6754
magnesium alloy hk31a(o) (casting),104.6000,57.0000,1025,1.8350,13853.0000,1790.0000,62.9500,63.4064,374,0.0100,17.9000,0.6341
magnesium alloy hk31a(o) (casting),104.6000,57.0000,1025,1.8350,13853.0000,1790.0000,62.9500,63.4064,374,0.0325,58.1750,2.0607
magnesium alloy hk31a(o) (casting),104.6000,57.0000,1025,1.8350,13853.0000,1790.0000,62.9500,63.4064,374,0.0550,98.4500,3.4874
magnesium alloy hk31a(o) (casting),104.6000,57.0000,1025,1.8350,13853.0000,1790.0000,62.9500,63.4064,374,0.0775,138.7250,4.9140
magnesium alloy hk31a(o) (casting),104.6000,57.0000,1025,1.8350,13853.0000,1790.0000,62.9500,63.4064,374,0.1000,179.0000,6.3406
magnesium alloy hk31a(o) (casting),104.6000,57.0000,1025,1.8350,13853.0000,1790.0000,62.9500,63.4064,374,2510.4000,4493616.0000,159175.3563
magnesium alloy hk31a(o) (casting),104.6000,57.0000,1025,1.8350,13853.0000,1790.0000,62.9500,63.4064,374,1743.3333,3120566.6667,110538.4419
zinc,111.7100,40.2000,389,2.7770,17617.0000,7140.0000,52.0908,56.4242,890,0.0100,71.4000,0.5642
