Material,Thermal Conductivity (W/m*K),Thermal Diffusivity (mm2/s),Specific Heat Capacity (J/kg*K),Volumetric Specific Heat (MJ/m³K),Thermal Effusivity (Ws0.5/(m2K)),Material Density (kg/m3),Durability (d),Price (c) ($/m^3),Material_encoded,Thickness,Weight,Cost
niobium beryllide (Nb2Be17),31.3800,10.7000,921,2.9470,9614.0000,3200.0000,49.4585,52.8280,505,0.0100,32.0000,0.5283
niobium beryllide (Nb2Be17),31.3800,10.7000,921,2.9470,9614.0000,3200.0000,49.4585,52.8280,505,0.0325,104.0000,1.7169
niobium beryllide (Nb2Be17),31.3800,10.7000,921,2.9470,9614.0000,3200.0000,49.4585,52.8280,505,0.0550,176.0000,2.9055
niobium beryllide (Nb2Be17),31.3800,10.7000,921,2.9470,9614.0000,3200.0000,49.4585,52.8280,505,0.0775,248.0000,4.0942
niobium beryllide (Nb2Be17),31.3800,10.7000,921,2.9470,9614.0000,3200.0000,49.4585,52.8280,505,0.1000,320.0000,5.2828
niobium beryllide (Nb2Be17),31.3800,10.7000,921,2.9470,9614.0000,3200.0000,49.4585,52.8280,505,753.1200,2409984.0000,39785.8256
niobium beryllide (Nb2Be17),31.3800,10.7000,921,2.9470,9614.0000,3200.0000,49.4585,52.8280,505,523.0000,1673600.0000,27629.0456
titanium carbide + nbc + ni,33.4720,11.2000,544,2.9920,10006.0000,5500.0000,51.4078,28.4518,791,0.0100,55.0000,0.2845
titanium carbide + nbc + ni,33.4720,11.2000,544,2.9920,10006.0000,5500.0000,51.4078,28.4518,791,0.0325,178.7500,0.9247
titanium carbide + nbc + ni,33.4720,11.2000,544,2.9920,10006.0000,5500.0000,51.4078,28.4518,791,0.0550,302.5000,1.5648
titanium carbide + nbc + ni,33.4720,11.2000,544,2.9920,10006.0000,5500.0000,51.4078,28.4518,791,0.0775,426.2500,2.2050
titanium carbide + nbc + ni,33.4720,11.2000,544,2.9920,10006.0000,5500.0000,51.4078,28.4518,791,0.1000,550.0000,2.8452
titanium carbide + nbc + ni,33.4720,11.2000,544,2.9920,10006.0000,5500.0000,51.4078,28.4518,791,803.3280,4418304.0000,22856.1131
titanium carbide + nbc + ni,33.4720,11.2000,544,2.9920,10006.0000,5500.0000,51.4078,28.4518,791,557.8667,3068266.6667,15872.3008
egyptian firebrick (64-71 wt% SiO2),0.3140,0.4500,732,0.6950,467.0000,950.0000,53.0253,47.7766,217,0.0100,9.5000,0.4778
egyptian firebrick (64-71 wt% SiO2),0.3140,0.4500,732,0.6950,467.0000,950.0000,53.0253,47.7766,217,0.0325,30.8750,1.5527
egyptian firebrick (64-71 wt% SiO2),0.3140,0.4500,732,0.6950,467.0000,950.0000,53.0253,47.7766,217,0.0550,52.2500,2.6277
egyptian firebrick (64-71 wt% SiO2),0.3140,0.4500,732,0.6950,467.0000,950.0000,53.0253,47.7766,217,0.0775,73.6250,3.7027
egyptian firebrick (64-71 wt% SiO2),0.3140,0.4500,732,0.6950,467.0000,950.0000,53.0253,47.7766,217,0.1000,95.0000,4.7777
egyptian firebrick (64-71 wt% SiO2),0.3140,0.4500,732,0.6950,467.0000,950.0000,53.0253,47.7766,217,7.5360,7159.2000,360.0445
egyptian firebrick (64-71 wt% SiO2),0.3140,0.4500,732,0.6950,467.0000,950.0000,53.0253,47.7766,217,5.2333,4971.6667,250.0309
octane  (25 °C),0.1246,0.0801,2228,1.5560,35.0000,699.0000,54.6163,61.0906,520,0.0100,6.9900,0.6109
octane  (25 °C),0.1246,0.0801,2228,1.5560,35.0000,699.0000,54.6163,61.0906,520,0.0325,22.7175,1.9854
octane  (25 °C),0.1246,0.0801,2228,1.5560,35.0000,699.0000,54.6163,61.0906,520,0.0550,38.4450,3.3600
octane  (25 °C),0.1246,0.0801,2228,1.5560,35.0000,699.0000,54.6163,61.0906,520,0.0775,54.1725,4.7345
octane  (25 °C),0.1246,0.0801,2228,1.5560,35.0000,699.0000,54.6163,61.0906,520,0.1000,69.9000,6.1091
octane  (25 °C),0.1246,0.0801,2228,1.5560,35.0000,699.0000,54.6163,61.0906,520,2.9911,2090.7929,182.7292
octane  (25 °C),0.1246,0.0801,2228,1.5560,35.0000,699.0000,54.6163,61.0906,520,2.0772,1451.9395,126.8953
shale (avg prop),1.6740,0.8300,837,2.0090,1833.0000,2400.0000,49.0880,64.3937,638,0.0100,24.0000,0.6439
shale (avg prop),1.6740,0.8300,837,2.0090,1833.0000,2400.0000,49.0880,64.3937,638,0.0325,78.0000,2.0928
shale (avg prop),1.6740,0.8300,837,2.0090,1833.0000,2400.0000,49.0880,64.3937,638,0.0550,132.0000,3.5417
shale (avg prop),1.6740,0.8300,837,2.0090,1833.0000,2400.0000,49.0880,64.3937,638,0.0775,186.0000,4.9905
shale (avg prop),1.6740,0.8300,837,2.0090,1833.0000,2400.0000,49.0880,64.3937,638,0.1000,240.0000,6.4394
shale (avg prop),1.6740,0.8300,837,2.0090,1833.0000,2400.0000,49.0880,64.3937,638,40.1760,96422.4000,2587.0805
shale (avg prop),1.6740,0.8300,837,2.0090,1833.0000,2400.0000,49.0880,64.3937,638,27.9000,66960.0000,1796.5837
fluorocarbons tfe (teflon),0.2510,0.1200,1004,2.1790,740.0000,2170.0000,44.3070,67.4318,239,0.0100,21.7000,0.6743
fluorocarbons tfe (teflon),0.2510,0.1200,1004,2.1790,740.0000,2170.0000,44.3070,67.4318,239,0.0325,70.5250,2.1915
fluorocarbons tfe (teflon),0.2510,0.1200,1004,2.1790,740.0000,2170.0000,44.3070,67.4318,239,0.0550,119.3500,3.7087
fluorocarbons tfe (teflon),0.2510,0.1200,1004,2.1790,740.0000,2170.0000,44.3070,67.4318,239,0.0775,168.1750,5.2260
fluorocarbons tfe (teflon),0.2510,0.1200,1004,2.1790,740.0000,2170.0000,44.3070,67.4318,239,0.1000,217.0000,6.7432
fluorocarbons tfe (teflon),0.2510,0.1200,1004,2.1790,740.0000,2170.0000,44.3070,67.4318,239,6.0240,13072.0800,406.2089
fluorocarbons tfe (teflon),0.2510,0.1200,1004,2.1790,740.0000,2170.0000,44.3070,67.4318,239,4.1833,9077.8333,282.0895
magnesite brick c (MgO 86) (17.8 p),3.6820,1.5100,837,2.4440,2999.0000,2920.0000,48.0746,65.9110,337,0.0100,29.2000,0.6591
magnesite brick c (MgO 86) (17.8 p),3.6820,1.5100,837,2.4440,2999.0000,2920.0000,48.0746,65.9110,337,0.0325,94.9000,2.1421
magnesite brick c (MgO 86) (17.8 p),3.6820,1.5100,837,2.4440,2999.0000,2920.0000,48.0746,65.9110,337,0.0550,160.6000,3.6251
magnesite brick c (MgO 86) (17.8 p),3.6820,1.5100,837,2.4440,2999.0000,2920.0000,48.0746,65.9110,337,0.0775,226.3000,5.1081
magnesite brick c (MgO 86) (17.8 p),3.6820,1.5100,837,2.4440,2999.0000,2920.0000,48.0746,65.9110,337,0.1000,292.0000,6.5911
magnesite brick c (MgO 86) (17.8 p),3.6820,1.5100,837,2.4440,2999.0000,2920.0000,48.0746,65.9110,337,88.3680,258034.5600,5824.4241
magnesite brick c (MgO 86) (17.8 p),3.6820,1.5100,837,2.4440,2999.0000,2920.0000,48.0746,65.9110,337,61.3667,179190.6667,4044.7390
cordierite - magnesium aluminum silicate (2MgO.2Al2O3.5SiO2),2.2180,1.3600,774,1.6250,1899.0000,2100.0000,54.4498,57.9452,199,0.0100,21.0000,0.5795
cordierite - magnesium aluminum silicate (2MgO.2Al2O3.5SiO2),2.2180,1.3600,774,1.6250,1899.0000,2100.0000,54.4498,57.9452,199,0.0325,68.2500,1.8832
cordierite - magnesium aluminum silicate (2MgO.2Al2O3.5SiO2),2.2180,1.3600,774,1.6250,1899.0000,2100.0000,54.4498,57.9452,199,0.0550,115.5000,3.1870
cordierite - magnesium aluminum silicate (2MgO.2Al2O3.5SiO2),2.2180,1.3600,774,1.6250,1899.0000,2100.0000,54.4498,57.9452,199,0.0775,162.7500,4.4908
cordierite - magnesium aluminum silicate (2MgO.2Al2O3.5SiO2),2.2180,1.3600,774,1.6250,1899.0000,2100.0000,54.4498,57.9452,199,0.1000,210.0000,5.7945
cordierite - magnesium aluminum silicate (2MgO.2Al2O3.5SiO2),2.2180,1.3600,774,1.6250,1899.0000,2100.0000,54.4498,57.9452,199,53.2320,111787.2000,3084.5384
cordierite - magnesium aluminum silicate (2MgO.2Al2O3.5SiO2),2.2180,1.3600,774,1.6250,1899.0000,2100.0000,54.4498,57.9452,199,36.9667,77630.0000,2142.0405
barium nitrate (Ba(NO3)2) (prsd 8 k8),1.2970,0.4600,879,2.8480,1921.0000,3240.0000,37.0659,70.7688,68,0.0100,32.4000,0.7077
barium nitrate (Ba(NO3)2) (prsd 8 k8),1.2970,0.4600,879,2.8480,1921.0000,3240.0000,37.0659,70.7688,68,0.0325,105.3000,2.3000
barium nitrate (Ba(NO3)2) (prsd 8 k8),1.2970,0.4600,879,2.8480,1921.0000,3240.0000,37.0659,70.7688,68,0.0550,178.2000,3.8923
barium nitrate (Ba(NO3)2) (prsd 8 k8),1.2970,0.4600,879,2.8480,1921.0000,3240.0000,37.0659,70.7688,68,0.0775,251.1000,5.4846
barium nitrate (Ba(NO3)2) (prsd 8 k8),1.2970,0.4600,879,2.8480,1921.0000,3240.0000,37.0659,70.7688,68,0.1000,324.0000,7.0769
barium nitrate (Ba(NO3)2) (prsd 8 k8),1.2970,0.4600,879,2.8480,1921.0000,3240.0000,37.0659,70.7688,68,31.1280,100854.7200,2202.8912
barium nitrate (Ba(NO3)2) (prsd 8 k8),1.2970,0.4600,879,2.8480,1921.0000,3240.0000,37.0659,70.7688,68,21.6167,70038.0000,1529.7856
mmh (monomethyl hydrazine),0.2500,0.0969,2950,2.5810,803.1000,875.0000,57.1038,67.7983,414,0.0100,8.7500,0.6780
mmh (monomethyl hydrazine),0.2500,0.0969,2950,2.5810,803.1000,875.0000,57.1038,67.7983,414,0.0325,28.4375,2.2034
mmh (monomethyl hydrazine),0.2500,0.0969,2950,2.5810,803.1000,875.0000,57.1038,67.7983,414,0.0550,48.1250,3.7289
mmh (monomethyl hydrazine),0.2500,0.0969,2950,2.5810,803.1000,875.0000,57.1038,67.7983,414,0.0775,67.8125,5.2544
mmh (monomethyl hydrazine),0.2500,0.0969,2950,2.5810,803.1000,875.0000,57.1038,67.7983,414,0.1000,87.5000,6.7798
mmh (monomethyl hydrazine),0.2500,0.0969,2950,2.5810,803.1000,875.0000,57.1038,67.7983,414,6.0000,5250.0000,406.7900
mmh (monomethyl hydrazine),0.2500,0.0969,2950,2.5810,803.1000,875.0000,57.1038,67.7983,414,4.1667,3645.8333,282.4931
aluminum fluosilicate (topaz) (2 AlFS.SiO2) (a-axis),19.2460,4.3300,1255,4.4430,9247.0000,3540.0000,10.8934,82.3217,41,0.0100,35.4000,0.8232
aluminum fluosilicate (topaz) (2 AlFS.SiO2) (a-axis),19.2460,4.3300,1255,4.4430,9247.0000,3540.0000,10.8934,82.3217,41,0.0325,115.0500,2.6755
aluminum fluosilicate (topaz) (2 AlFS.SiO2) (a-axis),19.2460,4.3300,1255,4.4430,9247.0000,3540.0000,10.8934,82.3217,41,0.0550,194.7000,4.5277
aluminum fluosilicate (topaz) (2 AlFS.SiO2) (a-axis),19.2460,4.3300,1255,4.4430,9247.0000,3540.0000,10.8934,82.3217,41,0.0775,274.3500,6.3799
aluminum fluosilicate (topaz) (2 AlFS.SiO2) (a-axis),19.2460,4.3300,1255,4.4430,9247.0000,3540.0000,10.8934,82.3217,41,0.1000,354.0000,8.2322
aluminum fluosilicate (topaz) (2 AlFS.SiO2) (a-axis),19.2460,4.3300,1255,4.4430,9247.0000,3540.0000,10.8934,82.3217,41,461.9040,1635140.1600,38024.7017
aluminum fluosilicate (topaz) (2 AlFS.SiO2) (a-axis),19.2460,4.3300,1255,4.4430,9247.0000,3540.0000,10.8934,82.3217,41,320.7667,1135514.0000,26406.0429
titanium oxide (TiOS2) (rutile  100 d),8.9540,3.0700,686,2.9160,5110.0000,4250.0000,54.8903,73.3168,800,0.0100,42.5000,0.7332
titanium oxide (TiOS2) (rutile  100 d),8.9540,3.0700,686,2.9160,5110.0000,4250.0000,54.8903,73.3168,800,0.0325,138.1250,2.3828
titanium oxide (TiOS2) (rutile  100 d),8.9540,3.0700,686,2.9160,5110.0000,4250.0000,54.8903,73.3168,800,0.0550,233.7500,4.0324
titanium oxide (TiOS2) (rutile  100 d),8.9540,3.0700,686,2.9160,5110.0000,4250.0000,54.8903,73.3168,800,0.0775,329.3750,5.6820
titanium oxide (TiOS2) (rutile  100 d),8.9540,3.0700,686,2.9160,5110.0000,4250.0000,54.8903,73.3168,800,0.1000,425.0000,7.3317
titanium oxide (TiOS2) (rutile  100 d),8.9540,3.0700,686,2.9160,5110.0000,4250.0000,54.8903,73.3168,800,214.8960,913308.0000,15755.4806
titanium oxide (TiOS2) (rutile  100 d),8.9540,3.0700,686,2.9160,5110.0000,4250.0000,54.8903,73.3168,800,149.2333,634241.6667,10941.3060
pyroceram 9606 (ceramic glass),3.9750,1.9500,782,2.0330,2844.0000,2600.0000,52.3676,62.4149,605,0.0100,26.0000,0.6241
pyroceram 9606 (ceramic glass),3.9750,1.9500,782,2.0330,2844.0000,2600.0000,52.3676,62.4149,605,0.0325,84.5000,2.0285
pyroceram 9606 (ceramic glass),3.9750,1.9500,782,2.0330,2844.0000,2600.0000,52.3676,62.4149,605,0.0550,143.0000,3.4328
pyroceram 9606 (ceramic glass),3.9750,1.9500,782,2.0330,2844.0000,2600.0000,52.3676,62.4149,605,0.0775,201.5000,4.8372
pyroceram 9606 (ceramic glass),3.9750,1.9500,782,2.0330,2844.0000,2600.0000,52.3676,62.4149,605,0.1000,260.0000,6.2415
pyroceram 9606 (ceramic glass),3.9750,1.9500,782,2.0330,2844.0000,2600.0000,52.3676,62.4149,605,95.4000,248040.0000,5954.3831
pyroceram 9606 (ceramic glass),3.9750,1.9500,782,2.0330,2844.0000,2600.0000,52.3676,62.4149,605,66.2500,172250.0000,4134.9883
niobium alloy (Nb85 Ti10 Zr5),29.2880,14.8000,255,1.9810,7621.0000,7770.0000,50.1882,52.0912,503,0.0100,77.7000,0.5209
niobium alloy (Nb85 Ti10 Zr5),29.2880,14.8000,255,1.9810,7621.0000,7770.0000,50.1882,52.0912,503,0.0325,252.5250,1.6930
niobium alloy (Nb85 Ti10 Zr5),29.2880,14.8000,255,1.9810,7621.0000,7770.0000,50.1882,52.0912,503,0.0550,427.3500,2.8650
niobium alloy (Nb85 Ti10 Zr5),29.2880,14.8000,255,1.9810,7621.0000,7770.0000,50.1882,52.0912,503,0.0775,602.1750,4.0371
niobium alloy (Nb85 Ti10 Zr5),29.2880,14.8000,255,1.9810,7621.0000,7770.0000,50.1882,52.0912,503,0.1000,777.0000,5.2091
niobium alloy (Nb85 Ti10 Zr5),29.2880,14.8000,255,1.9810,7621.0000,7770.0000,50.1882,52.0912,503,702.9120,5461626.2400,36615.5204
niobium alloy (Nb85 Ti10 Zr5),29.2880,14.8000,255,1.9810,7621.0000,7770.0000,50.1882,52.0912,503,488.1333,3792796.0000,25427.4447
cerium sulfide (Ce2S3),0.5860,0.3300,343,1.7840,1022.0000,5200.0000,59.4904,82.1267,142,0.0100,52.0000,0.8213
cerium sulfide (Ce2S3),0.5860,0.3300,343,1.7840,1022.0000,5200.0000,59.4904,82.1267,142,0.0325,169.0000,2.6691
cerium sulfide (Ce2S3),0.5860,0.3300,343,1.7840,1022.0000,5200.0000,59.4904,82.1267,142,0.0550,286.0000,4.5170
cerium sulfide (Ce2S3),0.5860,0.3300,343,1.7840,1022.0000,5200.0000,59.4904,82.1267,142,0.0775,403.0000,6.3648
cerium sulfide (Ce2S3),0.5860,0.3300,343,1.7840,1022.0000,5200.0000,59.4904,82.1267,142,0.1000,520.0000,8.2127
cerium sulfide (Ce2S3),0.5860,0.3300,343,1.7840,1022.0000,5200.0000,59.4904,82.1267,142,14.0640,73132.8000,1155.0300
cerium sulfide (Ce2S3),0.5860,0.3300,343,1.7840,1022.0000,5200.0000,59.4904,82.1267,142,9.7667,50786.6667,802.1042
argon (gas) (25 °C),0.0177,21.1010,522,0.0010,82.0000,1.6125,51.5057,35.0616,58,0.0100,0.0161,0.3506
argon (gas) (25 °C),0.0177,21.1010,522,0.0010,82.0000,1.6125,51.5057,35.0616,58,0.0325,0.0524,1.1395
argon (gas) (25 °C),0.0177,21.1010,522,0.0010,82.0000,1.6125,51.5057,35.0616,58,0.0550,0.0887,1.9284
argon (gas) (25 °C),0.0177,21.1010,522,0.0010,82.0000,1.6125,51.5057,35.0616,58,0.0775,0.1250,2.7173
argon (gas) (25 °C),0.0177,21.1010,522,0.0010,82.0000,1.6125,51.5057,35.0616,58,0.1000,0.1612,3.5062
argon (gas) (25 °C),0.0177,21.1010,522,0.0010,82.0000,1.6125,51.5057,35.0616,58,0.4259,0.6867,14.9321
argon (gas) (25 °C),0.0177,21.1010,522,0.0010,82.0000,1.6125,51.5057,35.0616,58,0.2958,0.4769,10.3695
fermium,12.5520,8.3400,126,1.5120,4348.0000,12000.0000,65.0776,48.4104,233,0.0100,120.0000,0.4841
fermium,12.5520,8.3400,126,1.5120,4348.0000,12000.0000,65.0776,48.4104,233,0.0325,390.0000,1.5733
fermium,12.5520,8.3400,126,1.5120,4348.0000,12000.0000,65.0776,48.4104,233,0.0550,660.0000,2.6626
fermium,12.5520,8.3400,126,1.5120,4348.0000,12000.0000,65.0776,48.4104,233,0.0775,930.0000,3.7518
fermium,12.5520,8.3400,126,1.5120,4348.0000,12000.0000,65.0776,48.4104,233,0.1000,1200.0000,4.8410
fermium,12.5520,8.3400,126,1.5120,4348.0000,12000.0000,65.0776,48.4104,233,301.2480,3614976.0000,14583.5362
fermium,12.5520,8.3400,126,1.5120,4348.0000,12000.0000,65.0776,48.4104,233,209.2000,2510400.0000,10127.4557
nickel alloy hastelloy a (annealed),9.6230,2.7800,393,3.4580,5771.0000,8800.0000,45.4515,48.9164,452,0.0100,88.0000,0.4892
nickel alloy hastelloy a (annealed),9.6230,2.7800,393,3.4580,5771.0000,8800.0000,45.4515,48.9164,452,0.0325,286.0000,1.5898
nickel alloy hastelloy a (annealed),9.6230,2.7800,393,3.4580,5771.0000,8800.0000,45.4515,48.9164,452,0.0550,484.0000,2.6904
nickel alloy hastelloy a (annealed),9.6230,2.7800,393,3.4580,5771.0000,8800.0000,45.4515,48.9164,452,0.0775,682.0000,3.7910
nickel alloy hastelloy a (annealed),9.6230,2.7800,393,3.4580,5771.0000,8800.0000,45.4515,48.9164,452,0.1000,880.0000,4.8916
nickel alloy hastelloy a (annealed),9.6230,2.7800,393,3.4580,5771.0000,8800.0000,45.4515,48.9164,452,230.9520,2032377.6000,11297.3358
nickel alloy hastelloy a (annealed),9.6230,2.7800,393,3.4580,5771.0000,8800.0000,45.4515,48.9164,452,160.3833,1411373.3333,7845.3721
tantalum carbide (TaC),22.1750,8.3200,190,2.6600,7688.0000,14000.0000,28.3856,36.8397,737,0.0100,140.0000,0.3684
tantalum carbide (TaC),22.1750,8.3200,190,2.6600,7688.0000,14000.0000,28.3856,36.8397,737,0.0325,455.0000,1.1973
tantalum carbide (TaC),22.1750,8.3200,190,2.6600,7688.0000,14000.0000,28.3856,36.8397,737,0.0550,770.0000,2.0262
tantalum carbide (TaC),22.1750,8.3200,190,2.6600,7688.0000,14000.0000,28.3856,36.8397,737,0.0775,1085.0000,2.8551
tantalum carbide (TaC),22.1750,8.3200,190,2.6600,7688.0000,14000.0000,28.3856,36.8397,737,0.1000,1400.0000,3.6840
tantalum carbide (TaC),22.1750,8.3200,190,2.6600,7688.0000,14000.0000,28.3856,36.8397,737,532.2000,7450800.0000,19606.0990
tantalum carbide (TaC),22.1750,8.3200,190,2.6600,7688.0000,14000.0000,28.3856,36.8397,737,369.5833,5174166.6667,13615.3465
carbon monoxide  (25 °C),0.0249,21.1350,1042,0.0010,114.0000,1.1303,51.7201,36.8549,130,0.0100,0.0113,0.3685
carbon monoxide  (25 °C),0.0249,21.1350,1042,0.0010,114.0000,1.1303,51.7201,36.8549,130,0.0325,0.0367,1.1978
carbon monoxide  (25 °C),0.0249,21.1350,1042,0.0010,114.0000,1.1303,51.7201,36.8549,130,0.0550,0.0622,2.0270
carbon monoxide  (25 °C),0.0249,21.1350,1042,0.0010,114.0000,1.1303,51.7201,36.8549,130,0.0775,0.0876,2.8563
carbon monoxide  (25 °C),0.0249,21.1350,1042,0.0010,114.0000,1.1303,51.7201,36.8549,130,0.1000,0.1130,3.6855
carbon monoxide  (25 °C),0.0249,21.1350,1042,0.0010,114.0000,1.1303,51.7201,36.8549,130,0.5975,0.6754,22.0209
carbon monoxide  (25 °C),0.0249,21.1350,1042,0.0010,114.0000,1.1303,51.7201,36.8549,130,0.4149,0.4690,15.2923
magnesium alloy az855(x) (wrought),79.4960,43.1000,1025,1.8450,12111.0000,1800.0000,61.8981,59.5698,353,0.0100,18.0000,0.5957
magnesium alloy az855(x) (wrought),79.4960,43.1000,1025,1.8450,12111.0000,1800.0000,61.8981,59.5698,353,0.0325,58.5000,1.9360
magnesium alloy az855(x) (wrought),79.4960,43.1000,1025,1.8450,12111.0000,1800.0000,61.8981,59.5698,353,0.0550,99.0000,3.2763
magnesium alloy az855(x) (wrought),79.4960,43.1000,1025,1.8450,12111.0000,1800.0000,61.8981,59.5698,353,0.0775,139.5000,4.6167
magnesium alloy az855(x) (wrought),79.4960,43.1000,1025,1.8450,12111.0000,1800.0000,61.8981,59.5698,353,0.1000,180.0000,5.9570
magnesium alloy az855(x) (wrought),79.4960,43.1000,1025,1.8450,12111.0000,1800.0000,61.8981,59.5698,353,1907.9040,3434227.2000,113653.5055
magnesium alloy az855(x) (wrought),79.4960,43.1000,1025,1.8450,12111.0000,1800.0000,61.8981,59.5698,353,1324.9333,2384880.0000,78926.0455
tungsten carbide cermet k701,53.9740,18.4000,209,2.9260,12573.0000,14000.0000,23.0852,46.2190,814,0.0100,140.0000,0.4622
tungsten carbide cermet k701,53.9740,18.4000,209,2.9260,12573.0000,14000.0000,23.0852,46.2190,814,0.0325,455.0000,1.5021
tungsten carbide cermet k701,53.9740,18.4000,209,2.9260,12573.0000,14000.0000,23.0852,46.2190,814,0.0550,770.0000,2.5420
tungsten carbide cermet k701,53.9740,18.4000,209,2.9260,12573.0000,14000.0000,23.0852,46.2190,814,0.0775,1085.0000,3.5820
tungsten carbide cermet k701,53.9740,18.4000,209,2.9260,12573.0000,14000.0000,23.0852,46.2190,814,0.1000,1400.0000,4.6219
tungsten carbide cermet k701,53.9740,18.4000,209,2.9260,12573.0000,14000.0000,23.0852,46.2190,814,1295.3760,18135264.0000,59870.9756
tungsten carbide cermet k701,53.9740,18.4000,209,2.9260,12573.0000,14000.0000,23.0852,46.2190,814,899.5667,12593933.3333,41577.0664
curium,12.5520,14.3000,126,0.8820,3321.0000,7000.0000,68.1377,60.0007,201,0.0100,70.0000,0.6000
curium,12.5520,14.3000,126,0.8820,3321.0000,7000.0000,68.1377,60.0007,201,0.0325,227.5000,1.9500
curium,12.5520,14.3000,126,0.8820,3321.0000,7000.0000,68.1377,60.0007,201,0.0550,385.0000,3.3000
curium,12.5520,14.3000,126,0.8820,3321.0000,7000.0000,68.1377,60.0007,201,0.0775,542.5000,4.6501
curium,12.5520,14.3000,126,0.8820,3321.0000,7000.0000,68.1377,60.0007,201,0.1000,700.0000,6.0001
curium,12.5520,14.3000,126,0.8820,3321.0000,7000.0000,68.1377,60.0007,201,301.2480,2108736.0000,18075.1005
curium,12.5520,14.3000,126,0.8820,3321.0000,7000.0000,68.1377,60.0007,201,209.2000,1464400.0000,12552.1531
uranium oxide (U3O8) (prsd at 4200 psi),0.5440,0.2400,276,2.2910,1116.0000,8300.0000,73.8286,46.4712,842,0.0100,83.0000,0.4647
uranium oxide (U3O8) (prsd at 4200 psi),0.5440,0.2400,276,2.2910,1116.0000,8300.0000,73.8286,46.4712,842,0.0325,269.7500,1.5103
uranium oxide (U3O8) (prsd at 4200 psi),0.5440,0.2400,276,2.2910,1116.0000,8300.0000,73.8286,46.4712,842,0.0550,456.5000,2.5559
uranium oxide (U3O8) (prsd at 4200 psi),0.5440,0.2400,276,2.2910,1116.0000,8300.0000,73.8286,46.4712,842,0.0775,643.2500,3.6015
uranium oxide (U3O8) (prsd at 4200 psi),0.5440,0.2400,276,2.2910,1116.0000,8300.0000,73.8286,46.4712,842,0.1000,830.0000,4.6471
uranium oxide (U3O8) (prsd at 4200 psi),0.5440,0.2400,276,2.2910,1116.0000,8300.0000,73.8286,46.4712,842,13.0560,108364.8000,606.7279
uranium oxide (U3O8) (prsd at 4200 psi),0.5440,0.2400,276,2.2910,1116.0000,8300.0000,73.8286,46.4712,842,9.0667,75253.3333,421.3388
nickel alloy nimonic 105,10.8780,2.9600,460,3.6750,6324.0000,7990.0000,51.3414,46.2220,485,0.0100,79.9000,0.4622
nickel alloy nimonic 105,10.8780,2.9600,460,3.6750,6324.0000,7990.0000,51.3414,46.2220,485,0.0325,259.6750,1.5022
nickel alloy nimonic 105,10.8780,2.9600,460,3.6750,6324.0000,7990.0000,51.3414,46.2220,485,0.0550,439.4500,2.5422
nickel alloy nimonic 105,10.8780,2.9600,460,3.6750,6324.0000,7990.0000,51.3414,46.2220,485,0.0775,619.2250,3.5822
nickel alloy nimonic 105,10.8780,2.9600,460,3.6750,6324.0000,7990.0000,51.3414,46.2220,485,0.1000,799.0000,4.6222
nickel alloy nimonic 105,10.8780,2.9600,460,3.6750,6324.0000,7990.0000,51.3414,46.2220,485,261.0720,2085965.2800,12067.2820
nickel alloy nimonic 105,10.8780,2.9600,460,3.6750,6324.0000,7990.0000,51.3414,46.2220,485,181.3000,1448587.0000,8380.0569
aluminum alloy (Al96.0 average trtmt),167.3600,70.6000,879,2.3730,19925.0000,2700.0000,63.2262,65.3569,29,0.0100,27.0000,0.6536
aluminum alloy (Al96.0 average trtmt),167.3600,70.6000,879,2.3730,19925.0000,2700.0000,63.2262,65.3569,29,0.0325,87.7500,2.1241
aluminum alloy (Al96.0 average trtmt),167.3600,70.6000,879,2.3730,19925.0000,2700.0000,63.2262,65.3569,29,0.0550,148.5000,3.5946
aluminum alloy (Al96.0 average trtmt),167.3600,70.6000,879,2.3730,19925.0000,2700.0000,63.2262,65.3569,29,0.0775,209.2500,5.0652
aluminum alloy (Al96.0 average trtmt),167.3600,70.6000,879,2.3730,19925.0000,2700.0000,63.2262,65.3569,29,0.1000,270.0000,6.5357
aluminum alloy (Al96.0 average trtmt),167.3600,70.6000,879,2.3730,19925.0000,2700.0000,63.2262,65.3569,29,4016.6400,10844928.0000,262515.2593
aluminum alloy (Al96.0 average trtmt),167.3600,70.6000,879,2.3730,19925.0000,2700.0000,63.2262,65.3569,29,2789.3333,7531200.0000,182302.2634
silicon carbide (SiC) (refractory d-30),41.8400,22.9000,678,1.8310,8750.0000,2700.0000,88.9295,52.0952,647,0.0100,27.0000,0.5210
silicon carbide (SiC) (refractory d-30),41.8400,22.9000,678,1.8310,8750.0000,2700.0000,88.9295,52.0952,647,0.0325,87.7500,1.6931
silicon carbide (SiC) (refractory d-30),41.8400,22.9000,678,1.8310,8750.0000,2700.0000,88.9295,52.0952,647,0.0550,148.5000,2.8652
silicon carbide (SiC) (refractory d-30),41.8400,22.9000,678,1.8310,8750.0000,2700.0000,88.9295,52.0952,647,0.0775,209.2500,4.0374
silicon carbide (SiC) (refractory d-30),41.8400,22.9000,678,1.8310,8750.0000,2700.0000,88.9295,52.0952,647,0.1000,270.0000,5.2095
silicon carbide (SiC) (refractory d-30),41.8400,22.9000,678,1.8310,8750.0000,2700.0000,88.9295,52.0952,647,1004.1600,2711232.0000,52311.9311
